Datetime,Open,High,Low,Close,Adj Close,Volume
2022-04-04 09:15:00+05:30,561.4000244140625,562.5,560.2999877929688,561.7000122070312,561.7000122070312,0
2022-04-04 09:16:00+05:30,561.2999877929688,561.4000244140625,558.5499877929688,559.0999755859375,559.0999755859375,149269
2022-04-04 09:17:00+05:30,559.25,559.7000122070312,558.0999755859375,558.0999755859375,558.0999755859375,212874
2022-04-04 09:18:00+05:30,557.9000244140625,558.4000244140625,557.25,557.9500122070312,557.9500122070312,114063
2022-04-04 09:19:00+05:30,557.9000244140625,558.6500244140625,557.1500244140625,557.1500244140625,557.1500244140625,65733
2022-04-04 09:20:00+05:30,557.2000122070312,557.9000244140625,553.8499755859375,554.3499755859375,554.3499755859375,75693
2022-04-04 09:21:00+05:30,554.2999877929688,555.4000244140625,554.0,554.0,554.0,36474
2022-04-04 09:22:00+05:30,553.8499755859375,557.2000122070312,553.7999877929688,556.9500122070312,556.9500122070312,44735
2022-04-04 09:23:00+05:30,556.4500122070312,556.75,556.0,556.2999877929688,556.2999877929688,31110
2022-04-04 09:24:00+05:30,556.4500122070312,558.5999755859375,556.4500122070312,558.0999755859375,558.0999755859375,87030
2022-04-04 09:25:00+05:30,558.0,560.5,558.0,560.5,560.5,125129
2022-04-04 09:26:00+05:30,560.2000122070312,561.0999755859375,560.0,560.9000244140625,560.9000244140625,154551
2022-04-04 09:27:00+05:30,561.1500244140625,565.7999877929688,560.8499755859375,565.4000244140625,565.4000244140625,212370
2022-04-04 09:28:00+05:30,565.4500122070312,567.0,565.0,566.9500122070312,566.9500122070312,103532
2022-04-04 09:29:00+05:30,567.0,567.0,565.0,565.2000122070312,565.2000122070312,69389
2022-04-04 09:30:00+05:30,564.6500244140625,565.7999877929688,564.4000244140625,564.6500244140625,564.6500244140625,85809
2022-04-04 09:31:00+05:30,564.0499877929688,565.1500244140625,562.0999755859375,562.7000122070312,562.7000122070312,96828
2022-04-04 09:32:00+05:30,563.0,564.6500244140625,563.0,563.2000122070312,563.2000122070312,42359
2022-04-04 09:33:00+05:30,563.75,564.75,562.6500244140625,564.0,564.0,110971
2022-04-04 09:34:00+05:30,564.0499877929688,567.6500244140625,563.5,567.4000244140625,567.4000244140625,121504
2022-04-04 09:35:00+05:30,567.2999877929688,568.2999877929688,566.0499877929688,568.2999877929688,568.2999877929688,123328
2022-04-04 09:36:00+05:30,568.2000122070312,570.6500244140625,568.2000122070312,569.75,569.75,149162
2022-04-04 09:37:00+05:30,569.9000244140625,573.3499755859375,569.9000244140625,573.3499755859375,573.3499755859375,110076
2022-04-04 09:38:00+05:30,573.2000122070312,581.0,573.0999755859375,581.0,581.0,304468
2022-04-04 09:39:00+05:30,581.7999877929688,583.5499877929688,578.9500122070312,579.9500122070312,579.9500122070312,575823
2022-04-04 09:40:00+05:30,580.0,584.3499755859375,579.3499755859375,583.5,583.5,540215
2022-04-04 09:41:00+05:30,583.2000122070312,583.2000122070312,575.5499877929688,577.5999755859375,577.5999755859375,238698
2022-04-04 09:42:00+05:30,577.4000244140625,579.6500244140625,574.25,577.5,577.5,311860
2022-04-04 09:43:00+05:30,577.4000244140625,579.9000244140625,577.0,579.9000244140625,579.9000244140625,192332
2022-04-04 09:44:00+05:30,579.8499755859375,580.3499755859375,578.0,580.3499755859375,580.3499755859375,304077
2022-04-04 09:45:00+05:30,580.4500122070312,581.7999877929688,580.1500244140625,581.5499877929688,581.5499877929688,122401
